ap_name,avg_client_count,avg_cpu_usage_ratio,avg_memory_usage_ratio,avg_signal_5g_dbm,avg_signal_24g_dbm,Cluster
GU3-L-SVPKEU,0.3093391968522161,0.009097159871736,0.7380368244416156,-49.010408921933085,-95.0,3
GU3-R-AKT,5.275431084365236,0.0390494044892349,0.3655839023261196,-54.34624816086317,-95.0,3
GU4-C-RRAPAT,1.5078115958801064,0.014825125973431,0.4804527716699455,-59.276408450704224,-95.0,3
GU4-L-OPSDM,1.661150329822937,0.0428274163994502,0.3659275315357018,-54.35209752599498,-95.0,3
GU4-R-MPSDM,0.6689040620298576,0.021494701481142,0.3578346024765652,-56.53072625698324,-95.0,3
GU4-VPOPDSM,0.3666242333063302,0.0097143686058939,0.739564130308992,-55.927130506381225,-95.0,3
GU5-C-RAPAT,0.2441847008448096,0.0206444724385401,0.4503994445087373,-59.77730008598452,-95.0,3
GU5-L-APP,1.8436523550514987,0.024742357611849,0.3550323342205763,-54.21757322175732,-95.0,3
GU5-R-APP,3.479921305404467,0.0577273018781493,0.3722008332368938,-52.81878088962109,-95.0,2
GU6-C-RAPAT,0.3101492882768198,0.0242374866391815,0.452065166068742,-64.39020618556701,-95.0,3
GU6-L-TP-PKB,1.5391737067469042,0.035508260803176,0.370087559310265,-53.53582202111614,-95.0,3
GU6-R-TB-PP,4.515449600740655,0.048371995724538,0.3735218146047911,-56.73017127799736,-95.0,3
GU7-DEKOM,0.6993403541256799,0.0114712933272255,0.7441789260502256,-46.67736652472978,-95.0,3
GU7-DIRUT,0.8004860548547622,0.0114671629256374,0.468459790533503,-49.4548463356974,-95.0,3
GU7-DKU,0.5519037148478185,0.0117135211482668,0.7413940979053351,-54.47458611675864,-95.0,3
GU7-DOP,0.3263511167688925,0.0132103298213467,0.7418356903136211,-54.67444074250357,-95.0,3
GU7-KOR-L,0.1738224742506654,0.0165574209803022,0.4743253790070593,-53.41222707423581,-95.0,3
GU7-KOR-R,0.4771438490915403,0.0165172240036646,0.4749053003124638,-57.45621394861038,-95.0,3
GU7-MULTI,0.4890637657678509,0.0146685906245227,0.7417634590903831,-47.55043132050432,-95.0,3
GU7-RAPAT,0.4255294526096516,0.0116935333638723,0.4752346198356671,-48.7,-95.0,3
GU7-STFDIR,0.4575859275546812,0.0141662162162161,0.7407961347066312,-46.50881248194163,-95.0,3
GU8-C-RAPAT,0.168036106932068,0.0310069018170712,0.6147960305520195,-64.54728546409807,-95.0,3
GU8-L-VPWASKEU,0.2131697720171276,0.018283386776607,0.4286150445550283,-53.12946190729888,-95.0,3
GU8-L-WASKEU,0.1761370211781044,0.0238897846999541,0.3471006827913435,-52.88269230769231,-95.0,3
GU8-R-WASOP,1.2421016086101146,0.0307679722094975,0.346668418007175,-50.57991967871486,-95.0,3
GUD_10SB_01,0.0142142669123453,0.0194705726405089,0.4085004872267579,-68.26,-82.8108108108108,3
GUD_10SB_02,0.0065806791260858,0.0146500530222693,0.406473781933105,-64.7,-72.9375,2
GUD_10SB_03,0.015267175572519,0.0191687345351714,0.4062957071372136,-63.833333333333336,-82.25,3
GUD_8SB_01,0.4376315789473684,0.0241098860323349,0.4044812006319115,-60.436863543788185,-79.43911439114392,3
GUD_8SB_02,0.2703342984996051,0.023815235065394,0.405539425862523,-78.92748091603053,-81.26732673267327,0
GUD_Otomotif_01,0.716842105263158,0.022047186147186,0.4076428120063191,-74.41114982578397,-70.72691358024692,0
GUD_Otomotif_02,0.0228947368421052,0.0165100406396324,0.3854881779884149,-75.07142857142857,-84.37588652482269,0
HIPERKES-LT2-LH,4.212591135285268,0.063403420369522,0.4556554796898506,-54.453144115488136,-78.75895953757225,2
INSTRUMENP2B-L,0.8553408170350654,0.0256553748663917,0.6377991204721676,-57.261576203618525,-52.3046357615894,2
INSTRUMENP2B-R,0.2689503529684064,0.0192159108260802,0.6362114107163523,-50.798723897911835,-52.888888888888886,2
K3-LT1-R,6.373915056127763,0.0504692777523285,0.666818215484319,-56.10229256371465,-66.23009165575527,1
K3-LT2-L,1.5977317440111098,0.0477018628798289,0.4428350827450526,-63.446915351506455,-55.464585140213934,2
K3-LT2-R,0.9663233422057632,0.0396046648343258,0.4252585348917949,-61.904794520547945,-66.44162775183456,2
KABAG NPK2,1.6706399722254368,0.0591934722858451,0.4307155421826177,-57.42615219721329,-51.21278798860989,2
KABAG UTILITAS,1.0800960587653623,0.0718360983743225,0.4841342748199406,-58.410771704180064,-80.68093385214007,2
KANTORAD-GUDF,2.304370721432333,0.0414434721117298,0.4134483140147523,-53.28169515669516,-72.43598326359833,2
KELINGI,2.015812431842966,0.0108032740213522,0.4311082848837209,-52.03995680345572,-95.0,3
KM-AKHLAK,0.3085291054276125,0.0104940754313635,0.4631308992014812,-53.53592233009709,-95.0,3
KM-AMMONIA,1.4355977317440112,0.0140636738433348,0.7457430158546464,-40.210957432523166,-95.0,3
KM-ASSESMENT,0.0164408938288757,0.0170955449893064,0.6141278337385666,-57.43382352941177,-95.0,3
KM-ASSESMENT@,0.0,0.0097203539823008,0.7146752212389381,-95.0,-95.0,0
KM-HARMONIS,0.3247309339196852,0.0124531226141395,0.7408892257840528,-52.09375,-95.0,3
KM-LABKOM,0.0364625535362889,0.0225203398243604,0.6502966315545781,-56.16796875,-95.0,3
KM-LABKOM@,0.0308370044052863,0.0149089574155653,0.7163530102790014,-53.42857142857143,-95.0,3
KM-LOYAL,0.3253067839777726,0.0219978157100851,0.4443349617967121,-50.80952380952381,-95.0,3
KM-LOYAL@,0.0,0.0026488110137672,0.1314461201501877,-95.0,-95.0,0
KM-PANTRY,0.1449074074074074,0.0171185354865803,0.63003390625,-50.52941176470589,-95.0,3
KM-PANTRY@,0.0567226890756302,0.0141037815126049,0.7355184873949581,-49.53846153846154,-95.0,3
KM-PERPUS,0.0171296296296296,0.0102003703279501,0.6227028587962963,-56.4,-95.0,3
KM-PERPUS@,0.0025188916876574,0.0063395465994962,0.4519710327455919,-60.0,-95.0,3
KM-STUDIO,0.0775373220692049,0.0152177202626354,0.6305215252864252,-53.2605459057072,-95.0,3
KM-STUDIO@,0.0044444444444444,0.0110328888888888,0.7137422222222223,-55.333333333333336,-95.0,3
KORIDOR-BPOK,1.3182502025228562,0.0320364712169796,0.4345146684411526,-66.64285714285714,-62.53957578892913,2
LAB-INVENTORY,1.320564749450295,0.0350266071155901,0.6694052540215253,-60.84552536576097,-56.89241379310345,2
LAB-KALIBRASI-PEMEL,2.0689734984376806,0.0370436860589402,0.6810746441384099,-62.45245170876672,-63.06398274622574,2
LAB-MANAGER,3.3567874088647147,0.0523451595663459,0.4329930216410137,-62.88926843154,-64.78169979437972,2
LAB-R.RAPAT,0.0,0.0,0.0,-95.0,-95.0,0
LAB3-EAST,2.982640898044208,0.0399277752328599,0.4321821548431894,-66.66132145508537,-63.1628640776699,2
LAB4-WEST,1.5569392102244797,0.0301080077494349,0.4304154459555409,-68.02530674846626,-59.10313269975361,2
LABNDT-LT1,1.4982062261312348,0.0363653534890822,0.4358579620414303,-60.84322033898305,-64.37391987431265,2
LABNDT-LT2,1.670987154264553,0.0360605206901816,0.4224551093623422,-56.68601370415155,-68.40822424587365,2
LAKITAN,0.6673936750272628,0.0062816281138789,0.4266516260901162,-51.44051825677268,-95.0,3
LEMATANG,1.3625954198473282,0.0310963879003558,0.6363372547238373,-57.174269005847954,-95.0,3
LISTRIK-INST-1,1.0079851868996643,0.0541785616124598,0.4412437680823978,-67.45586671393123,-77.37370242214533,2
LISTRIK-INST-2,1.3901168846198355,0.0842619865628339,0.4700387686610346,-64.54930173508252,-68.73968253968253,2
LISTRIK_2B,0.0,0.0002690763052208,0.0044672839506172,-95.0,-95.0,0
LOBBY-DIKLAT,0.0877862595419847,0.0086206049822063,0.3216425599563953,-61.69399707174232,-95.0,3
LT1-AUDTR,0.0390001157273463,0.0262319819819819,0.5571278787177409,-56.638297872340424,-95.0,3
LT1-BACKHALL,0.7091771785672955,0.0053429912963811,0.4319519095012151,-64.16666666666667,-95.0,3
LT1-FRONTDOOR,0.0120356440226825,0.00558413498244,0.4281187883346835,-57.5,-95.0,3
LT1-LOBBY,0.0187478301122555,0.0246086807146128,0.5522304073602592,-64.85185185185185,-95.0,3
LT1-RMAKAN,3.0889943293600277,0.0055054970224461,0.4332751301932646,-69.33333333333333,-95.0,3
LT2-AUDTR01,0.0015044555028353,0.0209410367995113,0.5459419222312233,-63.0,-95.0,3
LT2-AUDTR02,1.0005786367318596,0.0268985341273476,0.5557892373567874,-52.666666666666664,-95.0,3
LT2-KARAOKE,1.0019673648883232,0.0057136127653076,0.4343501678046522,-49.0,-95.0,3
MGRSHIFT-UTL34,1.087067861715749,0.0722043865363734,0.4792805128205128,-57.02623906705539,-79.55470737913485,2
NPK1-CKORIDOR,0.2139848357203032,0.0130974407657924,0.1708840171660048,-59.694406548431104,-57.650698602794414,2
NPK1-FRONTKOR,0.9678115446862076,0.0840584628358028,0.4476764525993883,-65.49777034559644,-68.49228611500702,2
NPK1-MEK,1.3498437680823978,0.0845921743777675,0.4578929984955444,-63.5349698934692,-61.8392899408284,2
NPK2 TIMBANGAN,1.2778613586390464,0.0578781875095434,0.4362172202291401,-61.601465364120784,-55.25373525557012,2
OGAN,0.3342420937840785,0.0078580071174376,0.4280113553779069,-56.14387211367673,-95.0,3
OPRP4-AMONNIA,8.90197893762296,0.0269931134524354,0.7496548200439764,-50.439471243042675,-45.94464587865603,1
OPRP4-FRONT,1.9261659530146973,0.0125414948847151,0.3106146684411526,-67.5968137254902,-60.549662639259374,2
OPRP4-KORIDOR+,1.995718088184238,0.0269679493052373,0.6158454982062261,-58.429797101449275,-95.0,3
OPRP4-LAB,4.621108667978243,0.0452198274545731,0.4263990973266982,-62.4520987654321,-52.282815398886825,2
OPRP4-UREA,5.306908922578406,0.050390723774622,0.4121841453535469,-57.57042747021724,-59.14742698191933,2
OPRP6_L,1.5423612304519676,0.0486063881215469,0.4111144920061886,-48.12211367673179,-62.1389983117614,2
OPRP6_R,1.4748238528956863,0.0325265308471454,0.4067870150707696,-60.20567164179104,-66.1564945226917,2
P-VI LT1 -SUPT,2.200495926319518,0.056531417885073,0.3995396814159291,-74.90421011973736,-61.06153846153846,2
P-VI LT1 R.RAPAT,0.7828551186680835,0.0306065963957837,0.4090734867256637,-67.14155251141553,-55.562708102108765,2
P1B_CR,18.44693901168846,0.0509551076500228,0.5043513713690545,-51.41979166666667,-53.94178240740741,1
P1B_LAB,4.670871426918181,0.0657370056497174,0.4668357423909269,-56.788595764817224,-46.720315398886825,2
P1B_LT1_CRDOOR,4.705242448790649,0.0188651168117269,0.7524945145237819,-52.42771154068758,-95.0,3
P1B_LT1_PANTRY,1.210045133665085,0.0134353947167506,0.4700666300196736,-62.69698257543561,-95.0,3
P1B_LT2_C,1.5087719298245614,0.0281157088122605,0.4881053571428571,-63.34146341463415,-61.785714285714285,2
P1B_LT2_RAPAT,1.2728850827450526,0.0140813559322033,0.378944462446476,-60.99013722126929,-66.35740236148955,2
P1B_LT2_UREA,0.75,0.0177419607843137,0.2982836363636363,-49.22641509433962,-95.0,3
P1B_LT2_UTL,0.2591135285267908,0.0242614597648495,0.4493123249623886,-52.9390774586597,-48.88389513108614,2
P2B-LT1-LAB,3.7297766462215023,0.0388923652466024,0.4543965281796088,-57.4477764774722,-95.0,3
P2B-LT1-PANEL,9.902789029047565,0.0787607268285233,0.3589371889827565,-51.33946759259259,-95.0,1
P2B-LT2-DPS,0.0319407475986575,0.0227185219117422,0.4295979805578058,-69.85483870967742,-95.0,3
P2B-LT2-RAPAT,0.4483277398449253,0.0279025881814017,0.6450302511283417,-46.32071503680336,-95.0,3
P2B-LT2-TU,1.7206341858581182,0.068134096808673,0.4700492072676773,-56.00408580183861,-95.0,2
P2B-LT2-UREA,0.0635343131581992,0.0231463811268895,0.4332521698877444,-61.63619047619048,-95.0,3
P4-PACKAGE-BOILER,3.2988080083323688,0.0352769430447396,0.4208190950121513,-52.94989929506546,-63.71291996722207,2
P4-SHELTERK3,0.2727272727272727,0.0088636363636363,0.1655363636363636,-60.0,-54.666666666666664,2
P4-SHELTERTA,0.72,0.0187999999999999,0.4859979999999999,-56.0,-71.4,2
P4-UTILITAS-DEMIN,8.61613239208425,0.0841872957703465,0.4389155363962504,-61.465986788735655,-66.47590648854961,1
PANEL UTILITAS,11.66859725949993,0.1459224121161594,0.5051378618839146,-55.292055414192816,-65.8368389423077,1
PEMEL-234,3.4461054287962236,0.0454389285714285,0.4499616352201257,-64.41901692183723,-74.592,2
PEMEL-JPP-LT1,2.4121050804305058,0.0159815162620246,0.3380804420784631,-64.36125057051575,-60.4104694092827,2
PEMEL-JPP-LT2,0.311885198472399,0.0115807909604519,0.3479493808586968,-65.27692307692308,-54.646255850234006,2
PNLUTL-KORPANTRY,0.2180851063829787,0.0892390957446808,0.484905585106383,-63.333333333333336,-68.6,2
PNLUTL-PANTRY,0.0,0.091,0.498,-95.0,-95.0,0
PUSRI3-v1,4.937275778266405,0.1102549473202015,0.4860926918180765,-50.50905502670072,-58.4981739483295,1
PUSRI3-v2,2.0783474134938085,0.093860566498702,0.4912862284457817,-67.88309594195108,-67.99822672577581,2
R. RAPAT P-III,4.626200671218609,0.1119844861810963,0.4828827681981252,-79.3973000252334,-68.32111329082883,1
R.MAKAN,0.0588769761948028,0.0043238569649528,0.4219147683923705,-57.93037974683544,-95.0,3
RAWAS,1.1175936023264268,0.0061617971530249,0.4253025617732558,-47.3531746031746,-95.0,3
RPT-SBUASET,0.9617252213653242,0.009224992859183,0.4540276920879748,-57.47142857142857,-95.0,3
SBUASET-RAPAT,0.5232558139534884,0.0199612557427258,0.5928238581730769,-57.197048611111114,-95.0,3
SHARING,0.0674177721242958,0.0040614837217576,0.4255625431425976,-51.95073891625616,-95.0,3
SHELTER-UTL2B,2.692512440689735,0.0344829363261566,0.6423789607684296,-46.87885783718104,-95.0,3
STAF-DKU,0.2924391130498001,0.009596690391459,0.7389783157703489,-61.06322795341098,-95.0,3
STAFF-DIKLAT-1,0.5527081061432206,0.0089248398576512,0.4343325944767441,-59.611111111111114,-95.0,3
STAFF-DIKLAT-2,2.1588513267902583,0.0116150177935942,0.4372526707848837,-52.56783164223976,-95.0,3
STAFF-DIKLAT-3,0.762813522355507,0.0721396085409252,0.4484570857558139,-47.82290362953693,-95.0,3
STG-BB-SHELTER,3.814720518458512,0.0626466483432584,0.4496706168267561,-95.0,-67.1275,0
STG-BB2,0.0379585696099988,0.0155349595358069,0.4811947633375766,-95.0,-77.82658959537572,0
STG-CONTROL-ROOM,4.94954287698183,0.0813674988547869,0.4379563418585812,-54.80181027389209,-62.43376727955979,1
TA-SHELTERK3,4.904580152671755,0.0270144573144572,0.4882242996604413,-75.60821256038648,-72.58738107160741,2
TA-SHELTERTA,5.203562340966921,0.0417728013728013,0.6423632427843803,-43.70534268753373,-64.73501577287067,2
TELKA,1.5609228550829128,0.019482781862745,0.4910178700361011,-61.114814814814814,-53.18741633199465,2
TELKA01,1.8125430737422468,0.0196273972602739,0.4871566143034311,-59.99942660550459,-54.16332034761762,2
TJSL-U6-Pro,0.3086448327739844,0.0257093831119254,0.6604317092929058,-53.88704318936877,-66.60117302052785,2
U6 Enterprise,3.292452830188679,0.0612550314465408,0.3023169811320754,-60.64367816091954,-54.14492753623188,2
U7 Lite,0.0,0.0,0.0790555555555555,-95.0,-95.0,0
U7 Pro,0.0,0.0073333333333333,0.2233333333333333,-95.0,-95.0,0
U7 Pro Max,0.0,0.0014666666666666,0.2465999999999999,-95.0,-95.0,0
U7-Pro-Wall,0.0,4.536906440996678e-06,0.0001770151636073,-95.0,-95.0,0
UAP-AC-Lite,0.0,0.0179999999999999,0.285,-95.0,-95.0,0
UAP-AC-M:2d4a_10SB,0.0119760479041916,0.0189806893771416,0.4071530237358101,-68.5625,-81.78846153846153,3
UAP-AC-M:2dbb_10SB,0.0090852777204212,0.0192953839951622,0.4048420639834881,-69.0,-83.04477611940298,3
UAP-AC-M:2dc1_10SB,0.0,0.0,0.0,-95.0,-95.0,0
UAP-AC-M:2dc3_10SB,0.0008259343382201,0.015545373916549,0.4008357069143446,-62.5,-75.76923076923077,3
UAP-AC-M:2e43_Otomotif,0.0183808343659644,0.0183581048387096,0.3887909578860446,-78.61290322580645,-83.89915966386555,0
UAP-AC-M:2e74_Otomotif,0.6274266831887649,0.0236562499999999,0.4239901734104046,-81.51895043731778,-68.66730328495035,0
UAP-AC-M:2ed1_8SB,0.2577447335811648,0.0215016633064515,0.4016932906688686,-61.634682080924854,-77.80285035629454,3
UAP-AC-M:2f00_8SB,0.1464270962412226,0.0239799193548386,0.4035719240297274,-78.74803149606299,-80.83783783783784,0
UAP-AC-PRO-R.Rapat-Security,2.4883694016896194,0.0897948007329362,0.4698759865756278,-59.52559430851987,-57.79455701819258,2
UAP-AC-PRO-Security-Kanan,0.9258187709755816,0.0861515727591998,0.4740104386066427,-66.74453193350831,-65.64117519982717,2
UAP-AC-Pro 5SB,6.8074296956370794,0.0689403038631851,0.4125642633954403,-57.15096087057189,-71.25913110342177,1
VPSBUASET-RAPAT,1.1216948072634596,0.0117674378748928,0.4674233343959196,-59.307307692307695,-95.0,3
WM DAPUR,0.1701191991667631,0.0135116200946709,0.6308569841453535,-55.28731343283582,-95.0,3
WM KMR KANAN,0.0096053697488716,0.0134164681630782,0.3425239787061682,-55.4,-95.0,3
WM KMR KIRI,0.0254600162018284,0.0132652236982745,0.3420049126258535,-57.86440677966102,-95.0,3
WM LOBBY DPN,0.0119199166763106,0.0133423347075889,0.3430435597731743,-60.0,-95.0,3
WM LOBBY KMR,0.130424719361185,0.0228282638570774,0.3457911352852679,-54.73913043478261,-95.0,3
WM OFFICE,0.1821548431894456,0.0432622843182164,0.4069868765189213,-46.38656195462478,-95.0,3
WM R. MAKAN,0.3898854299270918,0.0151749122003358,0.3446487906492304,-54.16830065359477,-95.0,3
WM TERAS BLKG,0.0952436060641129,0.0259777752328599,0.3507221154958916,-57.324894514767934,-61.33898305084746,2
